,PALABRA,FRECUENC,RHO,PHI,LENGTH
11368,flojel,0,17,30.16309208670232,6
11589,gálico,0,17,29.992616736597572,6
11748,glicol,0,16,34.72859003679626,6
11810,grácil,7,17,29.801132100388372,6
12401,jáculo,0,17,23.567016621346635,6
12460,jericó,3,17,33.428775518779304,6
12499,jollín,0,17,25.621844855426097,6
12573,lácteo,1,17,34.56039569489714,6
12670,leción,0,17,34.375393924114455,6
12682,leíble,0,17,30.313038362956423,6
12690,lelilí,0,15,32.162575858529465,6
12729,léxica,5,17,34.60277442629642,6
12730,léxico,46,17,28.395790939595297,6
12738,líbico,0,17,30.057205284735854,6
12743,lición,0,17,33.318686859591935,6
12745,lícito,13,17,33.503688630374626,6
12768,lililí,0,15,31.105868794006952,6
12817,lítico,0,17,33.503688630374626,6
12838,llorón,1,17,34.24957831361462,6
12859,loción,3,17,34.312005906610715,6
12867,lógico,88,17,29.992616736597572,6
12912,lúcido,7,17,32.368106703162795,6
12922,lúdico,5,17,32.368106703162795,6
14593,pólice,0,17,30.635740997520905,6
15279,rollón,0,17,34.24957831361461,6
15407,sádico,4,17,31.824746537969784,6
15441,sálico,0,16,32.420089679638394,6
15533,sécula,0,17,33.34353784372693,6
15637,sícula,0,17,33.34353784372693,6
15638,sículo,0,17,27.136554357025805,6
15654,sílice,1,16,32.483477697142135,6
15656,sillín,0,17,28.198063544086487,6
15657,sillón,65,17,28.198063544086487,6
15705,sódico,5,17,31.824746537969784,6
15729,sólido,38,17,30.9604845341641,6
15894,táller,0,17,33.50464905488226,6
16681,vílico,0,17,29.212992142526996,6
16752,volsco,0,17,34.398924324551444,6
